timestamp	bpm
09:31:39	84
09:31:44	83
09:36:48	70
09:36:53	70
09:36:58	90
09:37:03	93
09:37:08	92
09:37:18	91
09:37:23	90
09:37:38	91
09:37:53	93
09:37:58	94
09:38:08	95
09:38:13	96
09:38:18	97
09:38:23	98
09:38:28	107
09:38:33	109
09:38:38	107
09:38:54	107
09:38:59	108
09:39:04	107
09:39:37	103
09:48:45	70
09:48:55	84
09:49:00	92
09:49:05	95
09:49:19	93
09:49:24	91
09:49:29	90
09:49:44	89
09:49:49	88
09:49:54	89
09:49:59	90
09:50:04	91
09:50:09	90
09:50:19	89
09:50:24	88
09:50:29	87
09:50:39	88
09:50:44	89
09:50:49	88
09:50:54	87
09:50:59	89
09:51:04	117
09:51:09	119
09:51:14	118
09:51:19	114
09:51:24	112
09:51:29	109
09:51:34	106
09:51:39	104
09:51:44	102
09:51:49	100
09:51:54	99
09:51:59	98
09:52:04	97
09:52:09	95
09:52:24	99
09:52:29	100
09:52:34	97
09:52:39	95
09:52:44	94
09:52:49	92
09:52:54	90
09:53:04	89
09:53:09	94
09:53:14	92
09:53:24	93
09:53:39	93
09:53:54	93
09:54:04	92
09:54:09	90
09:54:14	88
09:54:24	89
09:54:39	87
09:54:54	88
09:54:59	89
09:55:04	90
09:55:19	91
09:55:34	90
09:55:44	89
09:55:49	88
09:55:54	87
09:56:04	86
09:56:09	87
09:56:14	89
09:56:24	88
09:56:29	87
09:56:44	87
09:56:49	88
09:56:54	90
09:56:59	89
09:57:04	88
09:57:09	89
09:57:24	89
09:57:34	90
09:57:39	89
09:57:44	88
09:57:54	87
09:57:59	85
09:58:04	84
09:58:19	83
09:58:34	83
09:58:44	84
09:58:49	86
09:58:54	88
09:58:59	87
09:59:09	88
09:59:14	89
09:59:24	90
09:59:39	89
09:59:44	88
09:59:59	89
10:00:04	88
10:00:14	87
10:00:24	88
10:00:29	89
10:00:34	90
10:00:49	90
10:00:54	91
10:00:59	93
10:01:04	94
10:01:09	95
10:01:14	96
10:01:19	103
10:01:24	108
10:01:29	106
10:01:34	104
10:01:39	101
10:01:44	99
10:01:49	98
10:01:54	97
10:02:09	96
10:02:14	94
10:02:19	92
10:02:24	91
10:02:34	92
10:02:39	90
10:02:44	89
10:02:59	88
10:03:09	87
10:03:14	86
10:03:19	87
10:03:34	86
10:03:44	85
10:03:49	83
10:04:04	83
10:04:19	82
10:04:34	82
10:04:49	82
10:04:54	83
10:05:04	82
10:05:09	81
10:05:19	82
10:05:24	83
10:05:34	82
10:05:44	83
10:05:56	84
10:06:01	85
10:06:06	86
10:06:11	88
10:06:16	89
10:06:21	88
10:06:31	87
10:06:36	86
10:06:46	85
10:07:03	85
10:07:08	86
10:07:13	85
10:07:23	86
10:07:28	85
10:07:33	86
10:07:48	87
10:08:03	86
10:08:13	87
10:08:18	90
10:08:23	91
10:08:38	91
10:08:48	89
10:08:58	88
10:09:08	89
10:09:13	88
10:12:00	70
10:12:16	70
10:19:57	70
10:20:07	71
10:20:12	75
10:20:22	80
10:20:27	82
10:20:37	83
10:20:42	81
10:20:52	82
10:21:07	83
10:23:05	70
10:23:15	91
10:23:20	91
10:23:25	95
10:24:45	70
10:24:58	77
10:25:03	101
10:25:20	96
10:25:25	91
10:25:30	92
10:25:35	91
10:25:50	92
10:26:00	91
10:26:05	89
10:26:10	88
10:26:15	89
10:26:20	90
10:26:25	89
10:26:30	90
10:26:45	90
10:26:50	88
10:26:55	86
10:27:00	85
10:27:05	84
11:53:55	70
11:54:00	70
11:54:05	94
11:54:10	91
11:54:15	88
11:54:20	91
11:54:25	92
11:54:30	93
11:54:35	93
11:54:40	93
11:54:45	93
11:54:50	94
11:54:55	95
11:55:05	96
11:55:19	96
11:55:29	95
11:55:34	94
11:55:39	93
11:55:49	92
11:55:59	91
11:56:04	89
11:56:09	88
11:56:24	87
11:56:29	86
11:56:44	88
11:56:59	88
11:57:09	90
11:57:19	90
14:05:17	70
14:05:27	76
14:05:32	87
14:05:37	88
14:05:42	86
14:05:47	83
14:06:02	83
14:06:12	84
14:06:17	85
14:11:18	70
14:11:33	70
14:11:48	70
14:11:53	86
14:12:03	87
14:12:08	86
14:12:13	84
14:12:18	82
14:12:33	82
14:12:38	84
14:12:48	86
